PRICE,SQFT,house.age,PROP_TYPE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS,neighborhood,population.density,median.age,dominant.race,city
988000,2726,93,Single Family Residential,1760.146481,3593.815411,2676.012419,4,0,The Bronx,34920,31,Hispanic or Latino,New York City
1080000,1829.844584,93,Multi-Family,1125.347864,3530.998205,2850.234521,5,0,The Bronx,34920,31,Hispanic or Latino,New York City
1050000,1870,98,Single Family Residential,1949.016335,3725.308446,2742.694427,0,0,The Bronx,34920,31,Hispanic or Latino,New York City
999000,1600,93,Multi-Family,581.1028864,3374.06941,2859.773999,10,0,The Bronx,34920,31,Hispanic or Latino,New York City
1180000,1768,2,Multi-Family,995.1742366,4102.965904,3484.12252,9,0,The Bronx,34920,31,Hispanic or Latino,New York City
1180000,1768,2,Multi-Family,995.0994696,4105.301797,3486.659868,9,0,The Bronx,34920,31,Hispanic or Latino,New York City
1430000,2840,88,Multi-Family,383.2641256,4758.440167,4188.927612,4,0,The Bronx,34920,31,Hispanic or Latino,New York City
799000,1760,98,Multi-Family,561.7437005,3732.450853,1966.192705,13,0,The Bronx,34920,31,Hispanic or Latino,New York City
849999,2300,15,Multi-Family,730.512107,3442.895388,1676.986124,17,5,The Bronx,34920,31,Hispanic or Latino,New York City
750000,2310,30,Multi-Family,914.6780513,2883.393419,1102.246582,13,6,The Bronx,34920,31,Hispanic or Latino,New York City
795000,1486,68,Multi-Family,1523.773173,2083.866229,1128.019845,13,9,The Bronx,34920,31,Hispanic or Latino,New York City
795000,1829.844584,68,Multi-Family,1525.220753,2082.102426,1128.446092,13,9,The Bronx,34920,31,Hispanic or Latino,New York City
899000,966,73,Single Family Residential,1690.47295,2207.259387,971.8100464,17,17,The Bronx,34920,31,Hispanic or Latino,New York City
910000,1896,103,Multi-Family,2218.985594,1272.214612,320.0920532,17,23,The Bronx,34920,31,Hispanic or Latino,New York City
1448999,2328,108,Multi-Family,1502.220949,2274.49714,826.0944674,16,25,The Bronx,34920,31,Hispanic or Latino,New York City
1200000,1829.844584,23,Multi-Family,297.8530132,3378.38323,2364.597648,12,1,The Bronx,34920,31,Hispanic or Latino,New York City
1200000,1829.844584,23,Multi-Family,277.1284665,3402.248548,2382.904667,12,1,The Bronx,34920,31,Hispanic or Latino,New York City
1300000,1938,93,Multi-Family,1355.653359,2041.102843,352.7599913,14,30,The Bronx,34920,31,Hispanic or Latino,New York City
879000,1998,73,Multi-Family,679.9429991,1357.520924,600.7304475,10,8,The Bronx,34920,31,Hispanic or Latino,New York City
875000,1916,103,Multi-Family,636.8319203,1270.656733,359.2835994,9,12,The Bronx,34920,31,Hispanic or Latino,New York City
849000,2180,103,Multi-Family,558.7581522,1585.584647,349.2040221,10,8,The Bronx,34920,31,Hispanic or Latino,New York City
775000,1950,63,Multi-Family,1162.438916,1936.127259,914.8178792,5,10,The Bronx,34920,31,Hispanic or Latino,New York City
699000,1539,103,Single Family Residential,1589.636602,2072.140254,1316.485222,4,5,The Bronx,34920,31,Hispanic or Latino,New York City
919000,1760,98,Multi-Family,475.6452427,1679.947315,255.4560071,9,8,The Bronx,34920,31,Hispanic or Latino,New York City
699000,1638,73,Townhouse,1584.38327,2288.813821,1476.608394,5,4,The Bronx,34920,31,Hispanic or Latino,New York City
949000,2690,122,Multi-Family,346.4848361,1810.019116,570.821952,3,12,The Bronx,34920,31,Hispanic or Latino,New York City
975000,2384,93,Multi-Family,260.9517181,1843.587371,581.529701,4,12,The Bronx,34920,31,Hispanic or Latino,New York City
715000,2520,98,Single Family Residential,932.4380338,2205.599839,1171.99963,3,6,The Bronx,34920,31,Hispanic or Latino,New York City
575000,1390,98,Single Family Residential,592.5878766,5041.399007,3839.539007,1,0,The Bronx,34920,31,Hispanic or Latino,New York City
599999,1829.844584,103,Single Family Residential,505.8704084,5056.753967,3752.223599,1,0,The Bronx,34920,31,Hispanic or Latino,New York City
739990,1400,93,Multi-Family,158.6422481,4520.758216,3565.076741,2,0,The Bronx,34920,31,Hispanic or Latino,New York City
605000,1829.844584,103,Single Family Residential,137.955468,4489.460919,3537.230328,2,0,The Bronx,34920,31,Hispanic or Latino,New York City
330000,1980,78,Single Family Residential,37.3166085,4597.572209,3283.977229,1,0,The Bronx,34920,31,Hispanic or Latino,New York City
775000,1829.844584,66.235406,Vacant Land,85.9135525,4441.666257,3487.863377,2,0,The Bronx,34920,31,Hispanic or Latino,New York City
750000,1902,22,Multi-Family,68.28533356,4526.138595,3088.966764,5,0,The Bronx,34920,31,Hispanic or Latino,New York City
688888,1498,15,Single Family Residential,57.87638907,4479.341283,3098.970812,3,0,The Bronx,34920,31,Hispanic or Latino,New York City
525000,1180,113,Single Family Residential,177.3205585,4305.407029,3196.704421,2,0,The Bronx,34920,31,Hispanic or Latino,New York City
525000,1180,113,Single Family Residential,177.3205585,4305.407029,3196.704421,2,0,The Bronx,34920,31,Hispanic or Latino,New York City
250000,1829.844584,66.235406,Vacant Land,157.4897866,4288.618196,3191.195322,3,0,The Bronx,34920,31,Hispanic or Latino,New York City
650000,853,65,Single Family Residential,205.7489581,3778.328052,2851.156769,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
720000,1866,63,Single Family Residential,445.1700683,3760.113984,2862.588063,5,0,The Bronx,34920,31,Hispanic or Latino,New York City
679000,1829.844584,98,Single Family Residential,533.9349253,3581.20204,2688.904488,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
439000,1292,73,Single Family Residential,383.7818846,3766.06369,2410.379238,11,0,The Bronx,34920,31,Hispanic or Latino,New York City
360000,2604,93,Multi-Family,469.478457,3856.132038,2282.707513,10,0,The Bronx,34920,31,Hispanic or Latino,New York City
875000,1840,35,Multi-Family,162.1192592,3506.924179,2498.207426,12,0,The Bronx,34920,31,Hispanic or Latino,New York City
899000,2550,53,Multi-Family,533.6133788,3484.779907,2147.585978,17,2,The Bronx,34920,31,Hispanic or Latino,New York City
1050000,2745,48,Multi-Family,197.4969801,4312.474367,2650.020883,6,0,The Bronx,34920,31,Hispanic or Latino,New York City
1300000,1829.844584,98,Single Family Residential,48.4354191,4420.280262,3370.636937,2,0,The Bronx,34920,31,Hispanic or Latino,New York City
1190000,1829.844584,113,Multi-Family,2761.676057,923.6393495,290.0694205,11,13,The Bronx,34920,31,Hispanic or Latino,New York City
600000,1829.844584,98,Single Family Residential,437.8646787,2233.159514,1019.56761,2,8,The Bronx,34920,31,Hispanic or Latino,New York City
650000,1856,58,Single Family Residential,28.13747724,2156.591402,883.0293356,8,9,The Bronx,34920,31,Hispanic or Latino,New York City
775000,1696,108,Single Family Residential,1210.49521,2662.170204,1627.464752,4,3,The Bronx,34920,31,Hispanic or Latino,New York City
745000,1280,63,Single Family Residential,1466.441624,2857.192549,1835.064435,4,3,The Bronx,34920,31,Hispanic or Latino,New York City
948000,1632,93,Multi-Family,229.4160055,2373.547921,1101.202698,1,6,The Bronx,34920,31,Hispanic or Latino,New York City
1080000,1737,103,Multi-Family,74.06527686,2508.299269,1048.968806,8,1,The Bronx,34920,31,Hispanic or Latino,New York City
630000,1638,63,Single Family Residential,342.5501496,2579.24823,1302.813005,1,1,The Bronx,34920,31,Hispanic or Latino,New York City
1300000,2367,98,Multi-Family,198.8505981,2671.769752,1239.26442,1,1,The Bronx,34920,31,Hispanic or Latino,New York City
850000,2194,83,Multi-Family,217.4341031,2783.987494,1323.086006,1,1,The Bronx,34920,31,Hispanic or Latino,New York City
998000,2570,63,Multi-Family,1624.849455,3288.362427,2197.929797,1,0,The Bronx,34920,31,Hispanic or Latino,New York City
579000,1829.844584,113,Single Family Residential,385.027953,2934.169366,1547.578552,0,1,The Bronx,34920,31,Hispanic or Latino,New York City
999900,2235,96,Single Family Residential,1059.586724,3194.525277,1968.639444,0,1,The Bronx,34920,31,Hispanic or Latino,New York City
458900,640,98,Single Family Residential,764.4513151,3108.851631,1851.779677,0,1,The Bronx,34920,31,Hispanic or Latino,New York City
1250000,2400,63,Single Family Residential,982.7297077,2525.719767,1439.448173,3,3,The Bronx,34920,31,Hispanic or Latino,New York City
1295000,2490,83,Multi-Family,1236.282539,3102.85256,1917.306388,0,0,The Bronx,34920,31,Hispanic or Latino,New York City
1375000,2945,58,Multi-Family,1268.510015,1133.0503,137.1277351,5,19,The Bronx,34920,31,Hispanic or Latino,New York City
689000,1682,103,Multi-Family,1365.716172,1327.374206,397.3261958,5,18,The Bronx,34920,31,Hispanic or Latino,New York City
620000,1400,103,Single Family Residential,1055.868021,926.2234036,367.1547325,3,13,The Bronx,34920,31,Hispanic or Latino,New York City
819000,1755,103,Multi-Family,1356.02445,1476.913994,536.5493105,4,15,The Bronx,34920,31,Hispanic or Latino,New York City
739000,1782,63,Single Family Residential,891.3256395,1031.989733,256.0697626,2,13,The Bronx,34920,31,Hispanic or Latino,New York City
2000000,1829.844584,66.235406,Vacant Land,1156.766442,2371.924876,479.2041159,12,3,The Bronx,34920,31,Hispanic or Latino,New York City
800000,1829.844584,16,Multi-Family,773.4124341,2743.090136,658.8410053,17,2,The Bronx,34920,31,Hispanic or Latino,New York City
800000,1829.844584,16,Multi-Family,776.3862713,2734.442644,650.0727233,17,2,The Bronx,34920,31,Hispanic or Latino,New York City
750000,1848,78,Multi-Family,467.5387122,3052.480385,897.5802547,7,9,The Bronx,34920,31,Hispanic or Latino,New York City
1149000,2717,18,Multi-Family,536.1253005,3108.764761,698.0859105,8,11,The Bronx,34920,31,Hispanic or Latino,New York City
699000,2040,83,Single Family Residential,707.5141433,2821.09583,567.3588743,7,12,The Bronx,34920,31,Hispanic or Latino,New York City
950000,1829.844584,103,Multi-Family,187.7644132,3309.943733,568.4649204,11,12,The Bronx,34920,31,Hispanic or Latino,New York City
995000,1829.844584,93,Multi-Family,936.4540949,1904.20215,147.1366934,9,8,The Bronx,34920,31,Hispanic or Latino,New York City
1150000,2717,18,Multi-Family,529.9440687,3105.850609,690.1117076,8,11,The Bronx,34920,31,Hispanic or Latino,New York City
